id_llamada,fecha,distrito,duracion_minutes,recursos_desplegados,distancia_km,tipo
1309,2024-09-18 11:43:21,Norte,30,9,8,Neutral
1310,2024-12-27 10:15:47,Sur,158,8,10,Fuego
1311,2024-11-12 20:18:41,Centro,158,2,10,Fuego
1312,2025-01-22 01:32:57,Sur,178,7,18,Accidente
1313,2025-02-05 11:22:40,Este,96,7,10,Fuego
1314,2025-03-22 00:47:11,Centro,86,1,9,Accidente
1315,2025-03-12 10:31:05,Sur,135,1,19,Accidente
1316,2025-02-09 23:41:12,Este,46,4,1,Neutral
1317,2024-09-14 13:13:03,Norte,23,5,4,Neutral
1318,2025-02-07 13:42:08,Este,21,4,3,Neutral
1319,2024-07-26 05:19:50,Oeste,165,7,10,Neutral
1320,2025-05-29 06:04:44,Este,80,3,12,Neutral
1321,2025-04-05 10:01:29,Este,67,7,18,Neutral
1322,2024-08-02 14:24:24,Oeste,135,8,6,Fuego
1323,2025-03-26 20:14:33,Sur,111,6,2,Accidente
1324,2025-01-16 03:40:13,Sur,53,6,10,Accidente
1325,2024-09-14 10:38:42,Este,59,8,2,Neutral
1326,2025-01-30 03:54:18,Oeste,158,8,9,Fuego
1327,2024-11-20 05:27:29,Oeste,103,7,10,Neutral
1328,2024-08-09 04:24:01,Norte,56,6,2,Fuego
1329,2024-10-23 10:40:11,Sur,104,6,8,Fuego
1330,2024-11-06 04:15:52,Centro,121,6,17,Accidente
1331,2024-10-02 08:32:26,Sur,122,8,17,Accidente
1332,2024-09-05 09:35:32,Sur,11,1,4,Fuego
1333,2025-05-21 16:01:44,Norte,50,5,18,Accidente
1334,2024-11-03 07:47:59,Centro,50,3,12,Fuego
1335,2025-05-31 00:46:02,Norte,104,8,17,Fuego
1336,2024-10-12 10:33:14,Centro,148,6,9,Fuego
1337,2025-02-27 10:44:39,Este,156,2,19,Accidente
1338,2024-06-23 16:37:09,Centro,58,7,14,Neutral
1339,2025-06-08 08:17:38,Norte,66,7,14,Accidente
1340,2025-04-20 14:22:40,Sur,133,5,17,Neutral
1341,2025-03-05 16:58:34,Centro,53,8,2,Accidente
1342,2024-07-24 02:44:34,Centro,29,5,8,Accidente
1343,2024-10-20 05:52:31,Oeste,14,1,5,Neutral
1344,2025-04-05 14:23:15,Sur,122,9,7,Fuego
1345,2025-02-06 13:11:42,Este,148,4,16,Neutral
1346,2025-03-09 02:38:08,Norte,161,2,16,Fuego
1347,2025-01-22 12:06:07,Este,96,4,17,Fuego
1348,2025-05-14 16:54:04,Sur,138,9,7,Accidente
1349,2024-09-08 09:46:23,Centro,148,2,8,Accidente
1350,2025-04-29 07:12:44,Centro,152,4,8,Accidente
1351,2024-09-14 09:01:29,Sur,84,2,11,Accidente
1352,2025-05-23 06:48:22,Centro,75,5,15,Accidente
1353,2024-08-17 15:25:38,Centro,82,3,18,Neutral
1354,2025-06-16 22:55:01,Centro,47,2,6,Neutral
1355,2025-02-17 14:41:42,Norte,158,9,12,Neutral
1356,2024-09-24 13:38:01,Norte,94,5,15,Neutral
1357,2025-03-03 06:00:25,Oeste,82,5,6,Accidente
1358,2025-02-01 11:46:37,Este,165,1,18,Neutral
1359,2024-07-01 13:51:48,Sur,30,6,9,Neutral
1360,2025-05-25 19:09:33,Sur,125,7,8,Fuego
1361,2025-01-30 07:48:16,Sur,49,1,14,Accidente
1362,2024-10-18 08:46:45,Oeste,67,9,19,Neutral
1363,2024-08-13 04:00:24,Norte,72,8,19,Neutral
1364,2025-02-02 03:42:03,Oeste,158,8,8,Neutral
1365,2024-10-02 06:48:09,Sur,6,7,2,Accidente
1366,2024-07-07 08:14:57,Este,146,5,4,Neutral
1367,2025-01-23 08:19:26,Centro,112,3,6,Fuego
1368,2025-05-15 05:12:15,Norte,34,9,3,Accidente
1369,2024-10-22 16:11:19,Norte,53,7,3,Fuego
1370,2025-03-28 10:56:19,Oeste,144,8,19,Accidente
1371,2025-06-16 05:05:07,Norte,48,6,11,Neutral
1372,2025-03-03 23:47:24,Sur,165,5,10,Accidente
1373,2024-09-23 17:14:08,Sur,17,8,12,Accidente
1374,2024-12-23 00:56:54,Oeste,82,3,14,Accidente
1375,2024-10-09 11:23:49,Sur,130,7,18,Fuego
1376,2025-03-05 15:56:09,Este,102,2,9,Accidente
1377,2024-12-03 16:53:10,Oeste,30,3,15,Neutral
1378,2024-12-30 10:16:20,Este,153,2,3,Accidente
1379,2024-09-03 13:43:07,Centro,160,5,11,Accidente
1380,2024-12-09 11:57:03,Este,52,7,10,Neutral
1381,2024-09-09 02:52:01,Centro,172,1,18,Neutral
1382,2024-12-04 04:16:42,Centro,70,9,4,Fuego
1383,2024-12-15 09:21:40,Este,91,1,13,Neutral
1384,2024-08-09 23:00:18,Oeste,83,1,6,Neutral
1385,2025-01-10 14:16:55,Sur,27,8,13,Neutral
1386,2025-02-22 23:04:26,Sur,85,6,5,Accidente
1387,2024-11-18 01:18:45,Centro,52,6,14,Fuego
1388,2025-05-03 21:30:01,Centro,128,9,13,Neutral
1389,2024-11-19 15:38:43,Oeste,134,4,14,Neutral
1390,2024-11-29 15:54:24,Norte,88,8,8,Neutral
1391,2024-11-11 03:07:05,Este,24,4,16,Accidente
1392,2024-08-10 16:59:25,Centro,50,2,13,Accidente
1393,2024-12-12 09:01:08,Sur,135,8,15,Fuego
1394,2024-10-02 16:09:29,Oeste,16,7,19,Fuego
1395,2024-12-19 12:08:32,Este,44,4,1,Accidente
1396,2024-08-14 06:24:46,Oeste,70,9,2,Neutral
1397,2024-10-11 22:28:14,Este,104,9,18,Neutral
1398,2024-12-02 03:12:44,Este,82,8,19,Fuego
1399,2024-08-27 04:26:11,Centro,20,1,8,Neutral
1400,2024-09-26 23:14:14,Oeste,87,7,3,Accidente
1401,2024-07-21 13:31:49,Oeste,166,5,14,Fuego
1402,2025-03-31 11:23:52,Sur,48,7,9,Accidente
1403,2024-09-27 22:33:48,Sur,138,9,8,Accidente
1404,2025-02-06 09:06:14,Centro,104,2,17,Neutral
1405,2024-12-25 07:02:14,Centro,26,4,16,Accidente
1406,2025-02-05 13:09:11,Norte,22,4,10,Accidente
1407,2025-01-12 19:53:53,Sur,16,2,10,Neutral
1408,2025-03-19 14:10:12,Este,127,3,6,Accidente
1409,2024-07-03 15:08:10,Oeste,121,8,17,Neutral
1410,2024-11-13 05:45:03,Centro,55,9,16,Accidente
1411,2025-03-30 19:54:04,Oeste,75,6,15,Neutral
1412,2025-02-10 00:22:02,Oeste,52,2,14,Neutral
1413,2024-08-26 10:09:51,Norte,23,2,4,Fuego
1414,2024-11-03 22:35:44,Sur,10,7,4,Accidente
1415,2024-07-25 15:03:36,Centro,88,8,2,Accidente
1416,2025-04-17 23:45:43,Oeste,159,8,11,Fuego
1417,2024-12-04 05:07:19,Centro,57,6,4,Neutral
1418,2024-11-09 00:33:03,Este,111,8,16,Neutral
1419,2024-11-16 00:17:05,Norte,105,1,4,Fuego
1420,2025-06-12 07:15:23,Este,52,9,1,Fuego
1421,2024-12-12 16:08:14,Centro,139,1,19,Neutral
1422,2024-12-01 17:04:22,Centro,73,3,2,Neutral
1423,2025-04-30 12:59:52,Sur,15,9,9,Fuego
1424,2025-04-14 00:25:08,Oeste,147,5,13,Accidente
1425,2024-10-10 18:59:36,Oeste,135,9,18,Neutral
1426,2024-09-02 07:56:58,Este,126,9,16,Fuego
1427,2025-05-06 15:54:25,Norte,73,6,16,Accidente
1428,2024-09-27 00:18:05,Oeste,27,1,10,Accidente
1429,2025-02-05 14:09:08,Sur,41,7,9,Accidente
1430,2025-04-12 11:22:08,Este,13,6,11,Accidente
1431,2025-05-31 23:20:13,Este,19,9,4,Fuego
1432,2024-08-21 19:36:59,Sur,135,7,10,Neutral
1433,2025-01-06 01:05:03,Norte,97,4,3,Accidente
1434,2024-09-09 23:29:21,Sur,21,7,6,Accidente
1435,2024-12-31 09:12:57,Norte,158,2,3,Fuego
1436,2025-05-22 09:50:47,Sur,153,6,9,Accidente
1437,2025-05-09 13:10:10,Sur,76,6,3,Fuego
1438,2024-08-21 12:13:07,Centro,153,2,18,Fuego
1439,2024-10-30 02:22:23,Este,125,4,8,Neutral
1440,2025-05-04 03:22:44,Sur,15,8,8,Accidente
1441,2025-06-02 01:45:04,Sur,170,8,15,Neutral
1442,2024-10-03 22:39:20,Oeste,76,8,13,Fuego
1443,2024-07-30 07:24:42,Este,110,8,7,Accidente
1444,2024-07-17 03:19:43,Oeste,129,1,19,Fuego
1445,2024-11-18 19:13:25,Este,39,2,8,Fuego
1446,2024-09-23 06:20:31,Oeste,123,4,10,Fuego
1447,2025-02-27 04:58:51,Sur,18,9,17,Accidente
1448,2025-04-13 08:44:59,Sur,18,3,1,Fuego
1449,2024-07-28 18:30:24,Centro,14,6,13,Fuego
1450,2025-06-07 07:13:01,Oeste,144,7,13,Accidente
1451,2024-06-24 09:33:14,Norte,42,8,16,Neutral
1452,2024-08-03 15:59:46,Centro,112,7,9,Fuego
1453,2024-09-26 03:58:19,Oeste,123,3,10,Neutral
1454,2025-03-24 19:56:02,Oeste,38,6,6,Neutral
1455,2025-01-06 15:30:27,Centro,173,5,5,Neutral
1456,2024-12-14 08:01:34,Sur,14,4,2,Neutral
1457,2025-05-15 02:12:00,Oeste,126,1,11,Neutral
1458,2025-06-13 17:37:34,Sur,149,7,9,Neutral
1459,2024-10-07 01:45:49,Centro,149,8,6,Accidente
1460,2025-04-28 21:49:42,Sur,119,2,8,Accidente
1461,2024-08-23 19:38:34,Este,5,7,9,Neutral
1462,2024-12-02 15:38:51,Norte,16,6,9,Accidente
1463,2025-01-17 08:31:48,Oeste,107,5,8,Accidente
1464,2024-09-03 03:34:31,Norte,8,4,12,Neutral
1465,2025-02-14 09:23:34,Sur,174,2,8,Neutral
1466,2024-12-17 03:03:20,Oeste,145,6,3,Fuego
1467,2025-03-31 09:58:11,Sur,102,5,13,Accidente
1468,2025-01-11 21:12:47,Este,110,2,19,Neutral
1469,2025-02-10 15:01:15,Centro,89,7,2,Accidente
1470,2024-12-31 10:44:53,Oeste,125,6,17,Accidente
1471,2025-02-21 06:11:08,Este,136,9,16,Accidente
1472,2025-04-23 08:11:59,Este,86,5,4,Fuego
1473,2024-09-01 05:11:56,Oeste,23,9,18,Neutral
1474,2024-08-01 17:09:19,Sur,134,9,14,Accidente
1475,2025-04-17 15:38:21,Este,16,1,2,Neutral
1476,2024-10-04 22:50:24,Norte,85,5,13,Accidente
1477,2025-04-29 02:53:40,Este,78,9,17,Neutral
1478,2024-08-23 05:45:21,Sur,102,7,15,Neutral
1479,2025-02-01 07:04:27,Sur,10,6,5,Neutral
1480,2025-01-20 18:08:45,Norte,140,6,7,Accidente
1481,2024-08-02 00:26:55,Este,129,7,18,Fuego
1482,2025-02-23 23:24:26,Sur,55,1,11,Neutral
1483,2025-04-04 21:45:54,Oeste,15,4,18,Fuego
1484,2024-11-24 07:29:02,Centro,131,1,5,Neutral
1485,2025-04-14 00:40:13,Centro,144,6,13,Fuego
1486,2024-12-26 01:45:26,Centro,77,4,18,Neutral
1487,2025-03-24 01:33:47,Este,6,1,2,Fuego
1488,2025-01-20 16:05:53,Norte,12,9,4,Neutral
1489,2024-12-04 19:28:25,Sur,143,4,13,Neutral
1490,2025-01-21 00:07:24,Oeste,128,6,16,Fuego
1491,2025-05-09 15:36:49,Oeste,57,7,6,Neutral
1492,2024-10-08 06:44:30,Este,14,8,8,Accidente
1493,2024-11-07 06:15:46,Centro,116,9,16,Neutral
1494,2025-02-20 08:23:57,Este,12,9,13,Neutral
1495,2025-02-01 21:37:37,Norte,40,8,4,Accidente
1496,2025-02-20 07:44:24,Norte,110,3,2,Accidente
1497,2025-03-26 21:39:34,Sur,18,2,9,Accidente
1498,2025-04-21 09:11:32,Sur,90,5,18,Fuego
1499,2024-12-16 16:00:20,Norte,153,1,17,Accidente
1500,2024-11-04 04:07:51,Norte,54,3,8,Fuego
1501,2025-01-11 22:25:49,Norte,171,1,15,Accidente
1502,2025-05-13 02:00:36,Este,24,3,9,Fuego
1503,2024-06-29 06:29:14,Norte,91,4,17,Accidente
1504,2025-02-05 20:14:06,Oeste,139,7,2,Accidente
1505,2024-12-10 17:05:39,Centro,141,5,6,Neutral
1506,2025-01-04 05:14:31,Norte,133,5,5,Accidente
1507,2025-04-23 18:56:22,Centro,158,1,17,Neutral
1508,2024-07-17 06:26:02,Este,170,8,2,Accidente
1509,2024-11-16 07:04:40,Centro,42,4,18,Accidente
1510,2024-07-13 10:09:58,Este,48,5,10,Neutral
1511,2024-07-31 21:29:03,Oeste,90,2,10,Neutral
1512,2025-05-30 04:35:59,Este,48,1,6,Fuego
1513,2024-12-02 13:27:30,Este,78,9,12,Neutral
1514,2025-06-12 09:58:59,Sur,123,2,17,Fuego
1515,2024-09-13 03:09:52,Norte,126,6,13,Accidente
1516,2025-02-13 21:35:22,Norte,138,1,16,Neutral
1517,2024-07-17 04:52:17,Oeste,149,1,10,Neutral
1518,2025-01-15 17:54:00,Oeste,55,9,2,Accidente
1519,2025-03-14 23:43:20,Norte,42,4,2,Accidente
1520,2025-06-05 12:52:26,Sur,156,9,7,Accidente
1521,2024-08-24 13:23:39,Norte,55,5,6,Accidente
1522,2024-08-14 21:43:57,Sur,14,7,1,Neutral
1523,2025-05-31 01:21:33,Oeste,124,1,12,Accidente
1524,2024-08-10 15:41:25,Centro,153,6,13,Accidente
1525,2025-01-19 12:06:44,Oeste,74,8,12,Neutral
1526,2024-07-19 04:54:22,Oeste,89,1,19,Fuego
1527,2025-02-20 00:02:51,Este,61,9,9,Neutral
1528,2024-11-01 10:32:46,Este,130,3,10,Fuego
1529,2024-11-09 07:21:19,Este,43,1,17,Accidente
1530,2025-04-30 05:14:36,Este,37,1,18,Neutral
1531,2024-07-08 20:28:25,Sur,22,6,8,Accidente
1532,2024-09-05 16:18:49,Norte,61,6,7,Neutral
1533,2025-04-21 07:07:10,Centro,100,1,9,Fuego
1534,2025-03-22 21:34:18,Oeste,52,3,10,Neutral
1535,2025-05-26 22:04:46,Sur,46,7,12,Accidente
1536,2024-10-20 17:07:50,Centro,31,3,15,Neutral
1537,2024-07-18 23:46:32,Sur,78,3,15,Accidente
1538,2024-12-19 20:38:18,Sur,114,3,4,Neutral
1539,2025-05-31 11:38:43,Oeste,174,7,4,Fuego
1540,2025-02-08 19:42:20,Norte,36,4,1,Neutral
1541,2025-04-30 04:13:03,Este,30,4,12,Neutral
1542,2024-10-28 14:29:46,Norte,29,3,2,Neutral
1543,2025-03-01 21:47:44,Oeste,79,9,15,Neutral
1544,2024-12-16 14:53:13,Oeste,27,2,17,Fuego
1545,2025-01-18 12:30:26,Oeste,61,4,7,Accidente
1546,2025-01-26 23:36:30,Centro,130,8,6,Neutral
1547,2024-08-05 21:35:29,Norte,91,6,12,Neutral
1548,2025-02-12 22:32:39,Norte,35,7,19,Neutral
1549,2024-08-29 21:57:48,Sur,68,7,1,Fuego
1550,2024-07-14 00:14:50,Sur,37,2,14,Accidente
1551,2025-01-30 21:40:33,Sur,6,4,4,Accidente
1552,2025-05-05 10:25:38,Oeste,22,6,5,Neutral
1553,2024-11-24 14:02:06,Norte,179,3,1,Neutral
1554,2025-04-03 14:52:02,Oeste,165,9,1,Accidente
1555,2024-12-20 23:49:19,Centro,88,4,6,Neutral
1556,2025-01-08 20:13:33,Sur,39,2,5,Neutral
1557,2024-10-26 16:25:03,Oeste,118,6,2,Neutral
1558,2024-12-22 19:47:57,Oeste,150,1,5,Fuego
1559,2024-11-30 02:32:45,Centro,114,6,9,Fuego
1560,2024-08-11 02:30:28,Este,92,1,19,Accidente
1561,2024-08-10 23:21:27,Norte,76,8,15,Fuego
1562,2024-11-14 06:22:17,Este,129,5,13,Fuego
1563,2025-01-27 02:01:43,Sur,34,6,12,Accidente
1564,2025-04-17 14:12:54,Oeste,176,2,5,Fuego
1565,2024-07-01 04:33:46,Centro,57,2,2,Accidente
1566,2025-02-07 22:30:40,Centro,142,9,4,Neutral
1567,2024-07-20 02:18:24,Norte,91,3,18,Accidente
1568,2025-01-16 20:10:26,Este,143,6,10,Accidente
1569,2024-11-01 13:40:41,Norte,168,5,13,Accidente
1570,2024-08-12 23:27:57,Oeste,165,4,12,Neutral
1571,2025-03-26 05:22:15,Norte,179,2,2,Neutral
1572,2024-09-21 02:24:13,Centro,17,8,15,Neutral
1573,2025-05-25 17:34:12,Centro,44,7,14,Accidente
1574,2025-04-11 03:25:30,Sur,93,2,10,Accidente
1575,2024-10-24 14:27:56,Sur,72,6,8,Accidente
1576,2024-11-03 15:44:29,Oeste,46,8,15,Accidente
1577,2024-08-06 06:58:10,Este,151,7,13,Accidente
1578,2024-07-11 01:22:34,Norte,98,1,8,Accidente
1579,2024-10-02 11:12:49,Oeste,23,5,14,Accidente
1580,2024-08-24 12:16:51,Sur,27,2,1,Fuego
1581,2024-11-30 16:37:42,Norte,58,6,13,Neutral
1582,2025-01-14 21:52:25,Sur,69,7,8,Fuego
1583,2024-12-29 07:53:41,Norte,144,7,18,Neutral
1584,2025-02-17 16:34:28,Este,28,3,9,Accidente
1585,2025-06-06 17:21:34,Oeste,38,7,13,Fuego
1586,2024-12-29 03:19:15,Norte,57,5,3,Accidente
1587,2025-06-04 13:28:46,Centro,140,8,18,Fuego
1588,2024-07-22 22:01:31,Centro,22,8,10,Fuego
1589,2024-09-27 04:49:34,Norte,61,7,5,Accidente
1590,2025-05-14 11:23:23,Norte,116,6,6,Fuego
1591,2024-11-08 21:55:54,Norte,9,2,8,Fuego
1592,2024-10-12 03:13:12,Centro,158,6,7,Neutral
1593,2024-06-25 12:20:02,Centro,162,9,18,Accidente
1594,2024-08-31 02:06:26,Norte,17,2,14,Accidente
1595,2025-05-17 07:27:58,Sur,87,1,15,Fuego
1596,2025-01-07 00:36:30,Sur,33,5,10,Accidente
1597,2025-04-02 07:43:02,Este,7,6,12,Neutral
1598,2024-12-11 19:25:29,Oeste,94,3,7,Neutral
1599,2024-12-28 22:36:48,Sur,108,8,7,Accidente
1600,2024-12-13 07:21:01,Centro,127,7,11,Accidente
1601,2025-06-15 22:13:31,Sur,80,2,13,Neutral
1602,2025-05-26 14:42:37,Este,134,7,15,Accidente
1603,2024-08-08 00:03:18,Este,112,1,18,Fuego
1604,2025-02-27 04:30:14,Oeste,160,9,7,Accidente
1605,2025-03-08 23:03:42,Sur,86,7,6,Fuego
1606,2025-06-07 20:32:34,Centro,81,6,11,Neutral
1607,2024-08-11 00:33:58,Centro,6,2,8,Accidente
1608,2024-12-09 07:45:57,Norte,131,3,1,Neutral
1609,2024-09-30 07:30:31,Centro,139,1,8,Accidente
1610,2025-04-04 10:10:42,Oeste,30,5,8,Fuego
1611,2024-12-28 20:52:19,Oeste,92,9,19,Accidente
1612,2024-08-26 19:05:44,Centro,20,6,3,Neutral
1613,2024-09-24 12:52:24,Centro,155,5,5,Fuego
1614,2024-12-10 19:21:14,Norte,172,3,3,Accidente
1615,2024-06-20 16:46:45,Centro,77,5,15,Neutral
1616,2024-10-05 12:45:33,Norte,36,8,14,Neutral
1617,2024-08-18 16:29:07,Norte,19,2,15,Accidente
1618,2024-12-28 05:45:55,Centro,145,5,17,Neutral
1619,2025-01-09 14:18:22,Este,9,6,18,Fuego
1620,2024-11-22 01:21:13,Este,78,8,2,Accidente
1621,2025-04-11 13:34:30,Norte,56,8,12,Fuego
1622,2024-06-27 18:45:02,Centro,81,5,16,Neutral
1623,2024-12-18 19:52:14,Este,173,9,4,Neutral
1624,2024-09-08 17:38:31,Centro,114,4,2,Neutral
1625,2025-06-02 23:57:42,Centro,147,9,14,Fuego
1626,2025-03-23 03:00:36,Centro,110,7,11,Neutral
1627,2024-08-26 08:53:10,Sur,131,6,13,Accidente
1628,2024-07-01 03:19:15,Centro,11,4,7,Accidente
1629,2024-11-16 09:41:09,Sur,44,2,10,Neutral
1630,2024-07-07 23:40:25,Norte,160,8,1,Accidente
1631,2025-04-06 15:26:58,Este,164,6,4,Fuego
1632,2024-07-25 19:14:02,Este,103,3,18,Fuego
1633,2024-08-12 15:57:48,Este,147,7,6,Neutral
1634,2024-08-16 16:56:30,Este,89,7,2,Accidente
1635,2024-10-14 10:26:55,Este,69,6,3,Accidente
1636,2025-02-23 06:38:46,Este,136,2,14,Neutral
1637,2024-10-04 15:32:06,Este,15,8,8,Fuego
1638,2024-12-02 21:22:18,Norte,112,1,16,Neutral
1639,2024-07-18 20:48:57,Centro,30,1,19,Accidente
1640,2024-11-24 19:48:12,Oeste,169,6,18,Accidente
1641,2025-01-31 05:17:37,Sur,155,5,6,Neutral
1642,2024-10-12 10:52:36,Oeste,89,9,14,Fuego
1643,2024-07-02 10:54:28,Oeste,172,7,3,Fuego
1644,2024-06-18 11:56:19,Centro,155,2,16,Neutral
1645,2024-08-12 02:34:07,Centro,127,7,1,Accidente
1646,2025-03-24 19:33:29,Centro,148,3,12,Fuego
1647,2025-01-24 09:49:37,Este,72,1,14,Neutral
1648,2024-12-04 22:26:42,Norte,108,8,19,Accidente
1649,2024-07-02 08:32:03,Este,84,3,19,Fuego
1650,2024-12-24 22:31:35,Norte,163,8,9,Fuego
1651,2025-01-16 06:55:14,Norte,57,7,7,Neutral
1652,2025-04-12 21:09:59,Oeste,110,2,14,Accidente
1653,2025-02-22 16:34:53,Oeste,157,1,5,Fuego
1654,2025-06-13 08:31:32,Norte,48,7,18,Neutral
1655,2024-09-27 12:10:54,Norte,144,1,9,Fuego
1656,2025-02-01 19:15:00,Este,94,6,7,Accidente
1657,2024-07-10 01:35:44,Este,105,8,9,Fuego
1658,2024-06-23 08:08:25,Oeste,101,7,4,Accidente
1659,2024-07-19 16:27:44,Centro,13,4,17,Fuego
1660,2024-06-23 03:58:56,Norte,16,1,12,Fuego
1661,2024-08-28 23:13:23,Este,73,1,6,Neutral
1662,2024-07-08 13:12:37,Oeste,32,4,18,Fuego
1663,2024-11-01 04:13:20,Este,60,5,8,Accidente
1664,2024-07-05 17:22:14,Norte,103,7,15,Neutral
1665,2024-11-04 01:40:06,Norte,114,4,3,Accidente
1666,2025-04-07 13:27:52,Sur,81,1,2,Accidente
1667,2025-06-01 00:53:33,Centro,107,7,9,Neutral
1668,2024-12-29 19:04:19,Sur,110,2,8,Accidente
1669,2024-10-22 20:42:07,Oeste,113,2,4,Fuego
1670,2025-04-29 07:40:44,Este,116,8,2,Neutral
1671,2025-04-22 10:01:28,Oeste,62,5,14,Fuego
1672,2025-02-17 06:25:54,Norte,82,2,2,Fuego
1673,2025-04-11 19:43:45,Sur,79,5,2,Accidente
1674,2025-05-17 06:13:24,Sur,46,8,7,Accidente
1675,2024-10-23 00:14:02,Sur,170,6,12,Fuego
1676,2024-10-08 22:50:02,Oeste,72,3,6,Neutral
1677,2024-07-24 22:04:01,Norte,37,8,18,Fuego
1678,2024-07-29 10:58:44,Este,75,9,4,Fuego
1679,2024-12-28 13:20:18,Este,60,5,19,Accidente
1680,2025-02-19 15:42:06,Oeste,109,2,13,Accidente
1681,2025-04-15 13:17:32,Sur,105,2,2,Fuego
1682,2024-11-09 19:15:11,Centro,55,7,8,Fuego
1683,2025-02-08 03:40:09,Oeste,78,1,19,Accidente
1684,2025-03-25 22:48:18,Oeste,175,2,9,Fuego
1685,2025-01-08 19:05:15,Norte,125,4,4,Accidente
1686,2024-08-01 00:32:08,Este,147,1,16,Fuego
1687,2025-05-10 08:34:23,Oeste,170,4,19,Neutral
1688,2024-12-20 17:20:35,Oeste,147,5,10,Neutral
1689,2024-07-07 13:19:55,Sur,9,9,6,Fuego
1690,2025-03-11 16:36:33,Sur,87,1,16,Accidente
1691,2025-04-04 19:22:57,Centro,55,5,10,Fuego
1692,2024-07-05 02:26:52,Norte,14,2,13,Fuego
1693,2024-08-14 17:57:36,Centro,144,9,9,Accidente
1694,2024-08-08 05:27:26,Sur,8,6,7,Fuego
1695,2024-09-01 18:02:47,Este,99,2,4,Accidente
1696,2024-10-01 19:52:29,Sur,150,3,19,Fuego
1697,2025-02-26 00:40:36,Norte,84,8,4,Accidente
1698,2024-09-12 23:05:31,Sur,40,1,19,Fuego
1699,2025-06-07 10:50:38,Norte,29,3,19,Neutral
1700,2025-06-08 06:07:45,Norte,102,1,12,Accidente
1701,2024-06-29 03:31:07,Norte,168,8,13,Neutral
1702,2025-04-19 17:24:12,Norte,105,1,4,Accidente
1703,2025-03-12 17:35:52,Norte,13,5,10,Accidente
1704,2025-04-15 17:02:38,Este,65,4,7,Accidente
1705,2025-01-07 14:35:03,Centro,57,7,5,Accidente
1706,2025-03-17 04:26:56,Oeste,150,5,17,Fuego
1707,2025-05-31 13:57:48,Centro,175,8,18,Fuego
1708,2025-05-27 08:33:15,Norte,167,1,11,Accidente
1709,2024-10-24 12:06:33,Este,67,5,15,Fuego
1710,2025-05-28 10:47:05,Sur,125,4,7,Accidente
1711,2025-06-08 07:25:16,Este,109,3,18,Accidente
1712,2024-06-26 00:45:01,Norte,8,5,6,Neutral
1713,2025-03-02 10:41:12,Este,97,3,18,Accidente
1714,2024-07-25 07:06:41,Este,173,8,16,Accidente
1715,2025-05-05 12:20:51,Norte,177,3,2,Fuego
1716,2024-12-02 17:52:06,Este,32,1,19,Accidente
1717,2025-01-31 02:59:06,Oeste,174,9,1,Accidente
1718,2025-02-18 23:15:18,Oeste,84,9,11,Neutral
1719,2025-02-12 22:32:51,Este,80,6,5,Fuego
1720,2024-06-28 22:00:25,Sur,120,1,16,Fuego
1721,2024-08-15 02:56:02,Norte,73,8,1,Neutral
1722,2024-12-08 23:02:26,Oeste,102,2,19,Accidente
1723,2025-04-10 15:19:51,Sur,5,9,14,Neutral
1724,2024-09-18 13:13:30,Este,171,8,3,Fuego
1725,2025-01-18 14:06:29,Sur,100,3,2,Neutral
1726,2025-05-23 03:49:44,Centro,21,5,5,Fuego
1727,2025-05-16 21:58:38,Oeste,116,9,17,Neutral
1728,2024-12-11 13:31:03,Este,95,1,18,Accidente
1729,2024-07-29 11:08:16,Norte,92,9,1,Accidente
1730,2024-11-22 13:25:41,Este,167,4,15,Fuego
1731,2025-05-04 14:46:49,Norte,178,4,9,Neutral
1732,2024-12-16 21:20:39,Este,174,4,5,Fuego
1733,2025-05-13 05:14:37,Sur,171,9,13,Accidente
1734,2025-06-14 12:01:00,Sur,94,6,19,Fuego
1735,2024-06-25 05:33:40,Sur,53,8,10,Accidente
1736,2025-05-27 11:01:43,Centro,42,4,14,Fuego
1737,2025-01-28 04:40:49,Norte,155,3,12,Neutral
1738,2024-06-23 05:59:35,Sur,154,1,11,Accidente
1739,2024-07-08 08:29:30,Centro,136,7,7,Fuego
1740,2025-04-29 07:24:34,Norte,63,4,17,Accidente
1741,2024-10-07 00:26:30,Este,72,8,18,Neutral
1742,2024-09-19 17:01:42,Centro,134,3,7,Accidente
1743,2024-10-25 03:48:00,Oeste,53,1,6,Neutral
1744,2025-05-26 21:49:48,Centro,130,5,11,Accidente
1745,2024-09-04 12:05:56,Centro,163,2,12,Neutral
1746,2025-03-16 22:25:37,Norte,115,3,16,Accidente
1747,2025-02-20 14:35:27,Este,172,6,19,Neutral
1748,2024-11-02 18:56:29,Oeste,52,3,19,Fuego
1749,2025-05-05 03:38:47,Sur,55,3,11,Fuego
1750,2024-11-17 20:02:27,Sur,47,6,16,Accidente
1751,2025-04-22 19:31:54,Centro,102,5,12,Neutral
1752,2024-10-25 02:03:23,Norte,128,9,8,Fuego
1753,2024-10-03 06:56:00,Norte,84,1,3,Accidente
1754,2025-03-04 01:43:18,Sur,115,3,2,Fuego
1755,2024-06-25 19:30:38,Oeste,147,3,6,Neutral
1756,2024-09-21 13:02:33,Este,31,6,16,Accidente
1757,2024-08-10 04:50:37,Oeste,162,8,15,Neutral
1758,2024-11-06 03:55:03,Este,168,3,14,Neutral
