id_llamada;fecha;distrito;duracion_minutes;recursos_desplegados;distancia_km;tipo;Accidente;Neutral;Fuego
1140;16/04/2025 21:43;Norte;104;4;14;Accidente;1;0;0
1141;2/10/2024 15:36;Sur;78;7;3;Neutral;0;1;0
1142;8/05/2025 12:35;Sur;175;2;18;Neutral;0;1;0
1143;1/09/2024 2:36;Centro;21;3;6;Neutral;0;1;0
1144;5/02/2025 6:25;Este;125;3;17;Accidente;1;0;0
1145;31/03/2025 11:44;Sur;27;6;14;Fuego;0;0;1
1146;14/01/2025 23:41;Norte;139;3;14;Accidente;1;0;0
1147;21/03/2025 12:45;Oeste;176;5;13;Fuego;0;0;1
1148;11/10/2024 1:40;Norte;75;4;3;Accidente;1;0;0
1149;19/10/2024 17:43;Este;112;3;13;Neutral;0;1;0
1150;7/09/2024 4:31;Norte;83;8;2;Fuego;0;0;1
1151;8/12/2024 0:12;Centro;166;3;9;Accidente;1;0;0
1152;21/12/2024 22:59;Este;50;6;13;Neutral;0;1;0
1153;2/07/2024 1:43;Oeste;82;7;8;Fuego;0;0;1
1154;23/01/2025 4:20;Centro;20;7;16;Fuego;0;0;1
1155;28/06/2024 16:46;Este;75;2;3;Neutral;0;1;0
1156;5/07/2024 17:51;Oeste;100;3;13;Neutral;0;1;0
1157;13/12/2024 10:25;Centro;151;4;4;Accidente;1;0;0
1158;19/06/2024 3:34;Centro;6;7;18;Accidente;1;0;0
1159;14/02/2025 7:16;Este;14;2;2;Neutral;0;1;0
1160;5/02/2025 21:49;Sur;129;3;15;Accidente;1;0;0
1161;13/05/2025 3:34;Centro;85;7;17;Neutral;0;1;0
1162;8/01/2025 3:47;Centro;144;7;10;Neutral;0;1;0
1163;10/01/2025 15:05;Oeste;74;3;1;Accidente;1;0;0
1164;6/04/2025 11:07;Norte;154;1;6;Accidente;1;0;0
1165;1/03/2025 2:28;Este;36;3;3;Fuego;0;0;1
1166;6/09/2024 20:14;Este;109;5;19;Fuego;0;0;1
1167;20/06/2024 20:43;Sur;88;7;7;Accidente;1;0;0
1168;4/07/2024 22:13;Sur;133;4;13;Accidente;1;0;0
1169;14/09/2024 21:53;Este;62;1;13;Accidente;1;0;0
1170;25/12/2024 8:37;Sur;150;6;17;Fuego;0;0;1
1171;20/02/2025 9:11;Oeste;138;2;1;Accidente;1;0;0
1172;23/04/2025 23:11;Este;49;3;14;Fuego;0;0;1
1173;24/08/2024 21:58;Sur;101;4;3;Fuego;0;0;1
1174;4/11/2024 1:47;Este;27;6;14;Fuego;0;0;1
1175;23/10/2024 19:58;Norte;27;6;1;Fuego;0;0;1
1176;4/09/2024 11:47;Centro;158;7;16;Neutral;0;1;0
1177;18/06/2024 8:56;Este;139;5;10;Accidente;1;0;0
1178;31/10/2024 18:09;Centro;83;7;13;Accidente;1;0;0
1179;18/05/2025 2:00;Sur;48;2;4;Neutral;0;1;0
1180;9/01/2025 22:43;Centro;31;1;9;Accidente;1;0;0
1181;16/03/2025 22:05;Este;30;8;14;Fuego;0;0;1
1182;9/01/2025 21:38;Norte;101;1;4;Neutral;0;1;0
1183;28/08/2024 19:58;Sur;40;2;10;Fuego;0;0;1
1184;6/12/2024 15:44;Este;113;6;8;Neutral;0;1;0
1185;23/07/2024 19:54;Sur;59;1;3;Fuego;0;0;1
1186;20/10/2024 15:38;Oeste;73;3;7;Accidente;1;0;0
1187;27/08/2024 8:27;Centro;65;7;10;Accidente;1;0;0
1188;12/07/2024 16:42;Oeste;134;8;3;Accidente;1;0;0
1189;1/12/2024 2:44;Este;59;4;2;Neutral;0;1;0
1190;8/11/2024 6:03;Norte;126;3;15;Accidente;1;0;0
1191;11/03/2025 3:13;Sur;101;1;9;Neutral;0;1;0
1192;24/04/2025 17:48;Centro;84;9;15;Fuego;0;0;1
1193;12/07/2024 18:58;Sur;91;6;17;Accidente;1;0;0
1194;10/10/2024 4:38;Este;42;6;7;Fuego;0;0;1
1195;6/11/2024 19:36;Sur;123;9;18;Accidente;1;0;0
1196;1/04/2025 8:14;Centro;82;1;15;Fuego;0;0;1
1197;2/12/2024 1:00;Este;161;6;18;Neutral;0;1;0
1198;2/07/2024 23:40;Sur;158;5;12;Accidente;1;0;0
1199;10/08/2024 6:54;Norte;39;6;8;Neutral;0;1;0
1200;28/11/2024 14:53;Este;83;8;2;Neutral;0;1;0
1201;29/01/2025 22:59;Este;71;5;2;Fuego;0;0;1
1202;4/06/2025 9:47;Norte;91;2;5;Accidente;1;0;0
1203;18/10/2024 0:04;Oeste;161;2;1;Neutral;0;1;0
1204;30/12/2024 16:10;Centro;38;5;4;Fuego;0;0;1
1205;8/04/2025 23:57;Oeste;101;3;6;Fuego;0;0;1
1206;26/09/2024 18:42;Sur;173;3;13;Fuego;0;0;1
1207;29/07/2024 18:43;Norte;173;8;19;Accidente;1;0;0
1208;16/09/2024 7:33;Oeste;155;7;11;Accidente;1;0;0
1209;15/10/2024 12:22;Este;75;1;13;Fuego;0;0;1
1210;17/08/2024 10:40;Sur;7;5;8;Accidente;1;0;0
1211;4/12/2024 0:45;Sur;62;9;7;Fuego;0;0;1
1212;26/10/2024 0:09;Oeste;36;4;13;Accidente;1;0;0
1213;30/08/2024 5:05;Oeste;35;1;1;Accidente;1;0;0
1214;13/12/2024 1:35;Norte;86;8;6;Fuego;0;0;1
1215;12/03/2025 17:45;Centro;47;5;7;Fuego;0;0;1
1216;7/03/2025 12:55;Oeste;139;2;16;Accidente;1;0;0
1217;19/04/2025 2:47;Oeste;109;1;15;Fuego;0;0;1
1218;26/06/2024 15:40;Este;5;3;2;Fuego;0;0;1
1219;2/09/2024 8:20;Sur;65;9;16;Fuego;0;0;1
1220;24/03/2025 3:20;Centro;18;1;17;Fuego;0;0;1
1221;4/08/2024 21:53;Este;10;4;15;Accidente;1;0;0
1222;11/07/2024 21:57;Norte;107;8;3;Neutral;0;1;0
1223;25/05/2025 11:40;Norte;14;8;4;Accidente;1;0;0
1224;10/09/2024 11:12;Oeste;75;8;12;Fuego;0;0;1
1225;25/03/2025 19:06;Oeste;94;8;5;Fuego;0;0;1
1226;25/12/2024 13:18;Norte;162;4;17;Accidente;1;0;0
1227;27/12/2024 16:38;Oeste;153;8;6;Fuego;0;0;1
1228;2/03/2025 0:43;Centro;130;9;10;Accidente;1;0;0
1229;18/01/2025 20:23;Oeste;101;7;18;Neutral;0;1;0
1230;27/12/2024 9:41;Sur;78;2;10;Fuego;0;0;1
1231;23/01/2025 10:55;Oeste;119;9;6;Neutral;0;1;0
1232;16/01/2025 7:05;Este;174;8;6;Neutral;0;1;0
1233;3/07/2024 19:32;Centro;55;5;15;Fuego;0;0;1
1234;17/08/2024 5:04;Este;60;3;4;Fuego;0;0;1
1235;22/04/2025 14:30;Este;45;7;16;Accidente;1;0;0
1236;7/01/2025 4:35;Sur;36;2;8;Accidente;1;0;0
1237;22/04/2025 18:11;Centro;19;3;7;Fuego;0;0;1
1238;16/05/2025 12:22;Centro;66;9;19;Accidente;1;0;0
1239;12/03/2025 15:37;Centro;159;4;17;Neutral;0;1;0
1240;10/06/2025 17:03;Centro;32;4;13;Neutral;0;1;0
1241;9/09/2024 12:50;Centro;68;3;15;Fuego;0;0;1
1242;7/04/2025 1:46;Sur;134;5;2;Accidente;1;0;0
1243;3/10/2024 12:50;Oeste;131;3;10;Fuego;0;0;1
1244;4/02/2025 8:43;Este;40;9;13;Neutral;0;1;0
1245;18/09/2024 11:45;Centro;118;3;18;Fuego;0;0;1
1246;13/05/2025 18:46;Oeste;17;2;11;Fuego;0;0;1
1247;29/12/2024 14:37;Oeste;19;5;13;Fuego;0;0;1
1248;7/09/2024 8:43;Este;93;6;19;Fuego;0;0;1
1249;10/07/2024 17:46;Sur;26;1;5;Neutral;0;1;0
1250;4/03/2025 19:20;Norte;78;6;3;Fuego;0;0;1
1251;21/05/2025 20:05;Norte;29;3;19;Fuego;0;0;1
1252;25/07/2024 18:02;Oeste;105;4;13;Accidente;1;0;0
1253;10/06/2025 8:55;Este;175;6;5;Fuego;0;0;1
1254;11/02/2025 23:47;Norte;121;8;12;Accidente;1;0;0
1255;30/03/2025 10:53;Oeste;170;9;14;Fuego;0;0;1
1256;3/02/2025 8:50;Sur;45;6;6;Accidente;1;0;0
1257;7/12/2024 5:27;Norte;177;7;9;Fuego;0;0;1
1258;10/07/2024 19:33;Oeste;92;5;17;Accidente;1;0;0
1259;1/09/2024 16:33;Oeste;172;9;8;Fuego;0;0;1
1260;12/11/2024 11:39;Centro;114;4;13;Fuego;0;0;1
1261;26/05/2025 11:25;Sur;124;6;5;Accidente;1;0;0
1262;25/11/2024 22:19;Centro;101;5;17;Fuego;0;0;1
1263;3/04/2025 1:04;Este;149;1;3;Fuego;0;0;1
1264;19/09/2024 3:57;Centro;61;5;6;Fuego;0;0;1
1265;29/12/2024 23:51;Centro;134;5;14;Fuego;0;0;1
1266;14/05/2025 14:44;Norte;100;9;15;Neutral;0;1;0
1267;28/11/2024 22:49;Oeste;125;1;14;Fuego;0;0;1
1268;24/05/2025 7:41;Sur;66;5;11;Neutral;0;1;0
1269;1/01/2025 4:11;Centro;141;7;11;Neutral;0;1;0
1270;4/04/2025 12:23;Sur;72;6;9;Fuego;0;0;1
1271;3/03/2025 0:44;Centro;85;6;6;Accidente;1;0;0
1272;4/09/2024 0:17;Este;21;7;15;Accidente;1;0;0
1273;10/02/2025 18:47;Centro;121;6;12;Fuego;0;0;1
1274;4/05/2025 0:16;Norte;54;5;6;Neutral;0;1;0
1275;14/05/2025 18:51;Oeste;116;5;1;Accidente;1;0;0
1276;10/12/2024 7:03;Este;98;9;16;Fuego;0;0;1
1277;16/09/2024 18:25;Centro;172;8;15;Fuego;0;0;1
1278;15/01/2025 19:14;Sur;89;4;2;Neutral;0;1;0
1279;18/05/2025 21:12;Este;153;4;17;Accidente;1;0;0
1280;25/11/2024 0:24;Este;150;5;3;Fuego;0;0;1
1281;5/02/2025 14:06;Centro;161;3;3;Accidente;1;0;0
1282;8/08/2024 20:53;Este;156;8;5;Fuego;0;0;1
1283;28/04/2025 12:29;Sur;78;7;17;Fuego;0;0;1
1284;20/05/2025 18:57;Este;113;5;17;Fuego;0;0;1
1285;19/02/2025 5:14;Sur;149;3;6;Neutral;0;1;0
1286;9/04/2025 11:39;Centro;22;5;1;Neutral;0;1;0
1287;19/07/2024 4:57;Oeste;46;3;7;Neutral;0;1;0
1288;2/06/2025 13:21;Este;105;5;15;Accidente;1;0;0
1289;3/02/2025 7:01;Oeste;49;1;7;Neutral;0;1;0
1290;18/09/2024 22:45;Sur;86;6;19;Neutral;0;1;0
1291;5/07/2024 19:59;Este;21;4;11;Accidente;1;0;0
1292;18/08/2024 10:06;Norte;77;4;14;Accidente;1;0;0
1293;2/07/2024 9:19;Oeste;18;8;13;Accidente;1;0;0
1294;4/06/2025 15:22;Este;161;2;9;Accidente;1;0;0
1295;15/04/2025 2:49;Oeste;136;4;9;Neutral;0;1;0
1296;1/09/2024 21:14;Este;86;2;16;Neutral;0;1;0
1297;6/05/2025 12:45;Centro;152;1;12;Accidente;1;0;0
1298;11/11/2024 9:47;Oeste;124;3;10;Neutral;0;1;0
1299;2/02/2025 6:16;Norte;124;8;6;Fuego;0;0;1
1300;3/06/2025 15:10;Norte;51;6;18;Neutral;0;1;0
1301;18/04/2025 4:36;Sur;111;7;2;Fuego;0;0;1
1302;25/01/2025 2:45;Este;112;2;9;Accidente;1;0;0
1303;1/03/2025 23:55;Oeste;13;6;19;Accidente;1;0;0
1304;18/02/2025 1:52;Sur;83;8;6;Neutral;0;1;0
1305;31/10/2024 16:16;Oeste;159;8;2;Accidente;1;0;0
1306;4/01/2025 14:56;Este;19;4;15;Neutral;0;1;0
1307;7/12/2024 22:01;Norte;23;6;17;Neutral;0;1;0
1308;23/10/2024 15:44;Centro;94;5;16;Neutral;0;1;0
1309;18/09/2024 11:43;Norte;30;9;8;Neutral;0;1;0
1310;27/12/2024 10:15;Sur;158;8;10;Fuego;0;0;1
1311;12/11/2024 20:18;Centro;158;2;10;Fuego;0;0;1
1312;22/01/2025 1:32;Sur;178;7;18;Accidente;1;0;0
1313;5/02/2025 11:22;Este;96;7;10;Fuego;0;0;1
1314;22/03/2025 0:47;Centro;86;1;9;Accidente;1;0;0
1315;12/03/2025 10:31;Sur;135;1;19;Accidente;1;0;0
1316;9/02/2025 23:41;Este;46;4;1;Neutral;0;1;0
1317;14/09/2024 13:13;Norte;23;5;4;Neutral;0;1;0
1318;7/02/2025 13:42;Este;21;4;3;Neutral;0;1;0
1319;26/07/2024 5:19;Oeste;165;7;10;Neutral;0;1;0
1320;29/05/2025 6:04;Este;80;3;12;Neutral;0;1;0
1321;5/04/2025 10:01;Este;67;7;18;Neutral;0;1;0
1322;2/08/2024 14:24;Oeste;135;8;6;Fuego;0;0;1
1323;26/03/2025 20:14;Sur;111;6;2;Accidente;1;0;0
1324;16/01/2025 3:40;Sur;53;6;10;Accidente;1;0;0
1325;14/09/2024 10:38;Este;59;8;2;Neutral;0;1;0
1326;30/01/2025 3:54;Oeste;158;8;9;Fuego;0;0;1
1327;20/11/2024 5:27;Oeste;103;7;10;Neutral;0;1;0
1328;9/08/2024 4:24;Norte;56;6;2;Fuego;0;0;1
1329;23/10/2024 10:40;Sur;104;6;8;Fuego;0;0;1
1330;6/11/2024 4:15;Centro;121;6;17;Accidente;1;0;0
1331;2/10/2024 8:32;Sur;122;8;17;Accidente;1;0;0
1332;5/09/2024 9:35;Sur;11;1;4;Fuego;0;0;1
1333;21/05/2025 16:01;Norte;50;5;18;Accidente;1;0;0
1334;3/11/2024 7:47;Centro;50;3;12;Fuego;0;0;1
1335;31/05/2025 0:46;Norte;104;8;17;Fuego;0;0;1
1336;12/10/2024 10:33;Centro;148;6;9;Fuego;0;0;1
1337;27/02/2025 10:44;Este;156;2;19;Accidente;1;0;0
1338;23/06/2024 16:37;Centro;58;7;14;Neutral;0;1;0
1339;8/06/2025 8:17;Norte;66;7;14;Accidente;1;0;0
1340;20/04/2025 14:22;Sur;133;5;17;Neutral;0;1;0
1341;5/03/2025 16:58;Centro;53;8;2;Accidente;1;0;0
1342;24/07/2024 2:44;Centro;29;5;8;Accidente;1;0;0
1343;20/10/2024 5:52;Oeste;14;1;5;Neutral;0;1;0
1344;5/04/2025 14:23;Sur;122;9;7;Fuego;0;0;1
1345;6/02/2025 13:11;Este;148;4;16;Neutral;0;1;0
1346;9/03/2025 2:38;Norte;161;2;16;Fuego;0;0;1
1347;22/01/2025 12:06;Este;96;4;17;Fuego;0;0;1
1348;14/05/2025 16:54;Sur;138;9;7;Accidente;1;0;0
1349;8/09/2024 9:46;Centro;148;2;8;Accidente;1;0;0
1350;29/04/2025 7:12;Centro;152;4;8;Accidente;1;0;0
1351;14/09/2024 9:01;Sur;84;2;11;Accidente;1;0;0
1352;23/05/2025 6:48;Centro;75;5;15;Accidente;1;0;0
1353;17/08/2024 15:25;Centro;82;3;18;Neutral;0;1;0
1354;16/06/2025 22:55;Centro;47;2;6;Neutral;0;1;0
1355;17/02/2025 14:41;Norte;158;9;12;Neutral;0;1;0
1356;24/09/2024 13:38;Norte;94;5;15;Neutral;0;1;0
1357;3/03/2025 6:00;Oeste;82;5;6;Accidente;1;0;0
1358;1/02/2025 11:46;Este;165;1;18;Neutral;0;1;0
1359;1/07/2024 13:51;Sur;30;6;9;Neutral;0;1;0
1360;25/05/2025 19:09;Sur;125;7;8;Fuego;0;0;1
1361;30/01/2025 7:48;Sur;49;1;14;Accidente;1;0;0
1362;18/10/2024 8:46;Oeste;67;9;19;Neutral;0;1;0
1363;13/08/2024 4:00;Norte;72;8;19;Neutral;0;1;0
1364;2/02/2025 3:42;Oeste;158;8;8;Neutral;0;1;0
1365;2/10/2024 6:48;Sur;6;7;2;Accidente;1;0;0
1366;7/07/2024 8:14;Este;146;5;4;Neutral;0;1;0
1367;23/01/2025 8:19;Centro;112;3;6;Fuego;0;0;1
1368;15/05/2025 5:12;Norte;34;9;3;Accidente;1;0;0
1369;22/10/2024 16:11;Norte;53;7;3;Fuego;0;0;1
1370;28/03/2025 10:56;Oeste;144;8;19;Accidente;1;0;0
1371;16/06/2025 5:05;Norte;48;6;11;Neutral;0;1;0
1372;3/03/2025 23:47;Sur;165;5;10;Accidente;1;0;0
1373;23/09/2024 17:14;Sur;17;8;12;Accidente;1;0;0
1374;23/12/2024 0:56;Oeste;82;3;14;Accidente;1;0;0
1375;9/10/2024 11:23;Sur;130;7;18;Fuego;0;0;1
1376;5/03/2025 15:56;Este;102;2;9;Accidente;1;0;0
1377;3/12/2024 16:53;Oeste;30;3;15;Neutral;0;1;0
1378;30/12/2024 10:16;Este;153;2;3;Accidente;1;0;0
1379;3/09/2024 13:43;Centro;160;5;11;Accidente;1;0;0
1380;9/12/2024 11:57;Este;52;7;10;Neutral;0;1;0
1381;9/09/2024 2:52;Centro;172;1;18;Neutral;0;1;0
1382;4/12/2024 4:16;Centro;70;9;4;Fuego;0;0;1
1383;15/12/2024 9:21;Este;91;1;13;Neutral;0;1;0
1384;9/08/2024 23:00;Oeste;83;1;6;Neutral;0;1;0
1385;10/01/2025 14:16;Sur;27;8;13;Neutral;0;1;0
1386;22/02/2025 23:04;Sur;85;6;5;Accidente;1;0;0
1387;18/11/2024 1:18;Centro;52;6;14;Fuego;0;0;1
1388;3/05/2025 21:30;Centro;128;9;13;Neutral;0;1;0
1389;19/11/2024 15:38;Oeste;134;4;14;Neutral;0;1;0
1390;29/11/2024 15:54;Norte;88;8;8;Neutral;0;1;0
1391;11/11/2024 3:07;Este;24;4;16;Accidente;1;0;0
1392;10/08/2024 16:59;Centro;50;2;13;Accidente;1;0;0
1393;12/12/2024 9:01;Sur;135;8;15;Fuego;0;0;1
1394;2/10/2024 16:09;Oeste;16;7;19;Fuego;0;0;1
1395;19/12/2024 12:08;Este;44;4;1;Accidente;1;0;0
1396;14/08/2024 6:24;Oeste;70;9;2;Neutral;0;1;0
1397;11/10/2024 22:28;Este;104;9;18;Neutral;0;1;0
1398;2/12/2024 3:12;Este;82;8;19;Fuego;0;0;1
1399;27/08/2024 4:26;Centro;20;1;8;Neutral;0;1;0
1400;26/09/2024 23:14;Oeste;87;7;3;Accidente;1;0;0
1401;21/07/2024 13:31;Oeste;166;5;14;Fuego;0;0;1
1402;31/03/2025 11:23;Sur;48;7;9;Accidente;1;0;0
1403;27/09/2024 22:33;Sur;138;9;8;Accidente;1;0;0
1404;6/02/2025 9:06;Centro;104;2;17;Neutral;0;1;0
1405;25/12/2024 7:02;Centro;26;4;16;Accidente;1;0;0
1406;5/02/2025 13:09;Norte;22;4;10;Accidente;1;0;0
1407;12/01/2025 19:53;Sur;16;2;10;Neutral;0;1;0
1408;19/03/2025 14:10;Este;127;3;6;Accidente;1;0;0
1409;3/07/2024 15:08;Oeste;121;8;17;Neutral;0;1;0
1410;13/11/2024 5:45;Centro;55;9;16;Accidente;1;0;0
1411;30/03/2025 19:54;Oeste;75;6;15;Neutral;0;1;0
1412;10/02/2025 0:22;Oeste;52;2;14;Neutral;0;1;0
1413;26/08/2024 10:09;Norte;23;2;4;Fuego;0;0;1
1414;3/11/2024 22:35;Sur;10;7;4;Accidente;1;0;0
1415;25/07/2024 15:03;Centro;88;8;2;Accidente;1;0;0
1416;17/04/2025 23:45;Oeste;159;8;11;Fuego;0;0;1
1417;4/12/2024 5:07;Centro;57;6;4;Neutral;0;1;0
1418;9/11/2024 0:33;Este;111;8;16;Neutral;0;1;0
1419;16/11/2024 0:17;Norte;105;1;4;Fuego;0;0;1
1420;12/06/2025 7:15;Este;52;9;1;Fuego;0;0;1
1421;12/12/2024 16:08;Centro;139;1;19;Neutral;0;1;0
1422;1/12/2024 17:04;Centro;73;3;2;Neutral;0;1;0
1423;30/04/2025 12:59;Sur;15;9;9;Fuego;0;0;1
1424;14/04/2025 0:25;Oeste;147;5;13;Accidente;1;0;0
1425;10/10/2024 18:59;Oeste;135;9;18;Neutral;0;1;0
1426;2/09/2024 7:56;Este;126;9;16;Fuego;0;0;1
1427;6/05/2025 15:54;Norte;73;6;16;Accidente;1;0;0
1428;27/09/2024 0:18;Oeste;27;1;10;Accidente;1;0;0
1429;5/02/2025 14:09;Sur;41;7;9;Accidente;1;0;0
1430;12/04/2025 11:22;Este;13;6;11;Accidente;1;0;0
1431;31/05/2025 23:20;Este;19;9;4;Fuego;0;0;1
1432;21/08/2024 19:36;Sur;135;7;10;Neutral;0;1;0
1433;6/01/2025 1:05;Norte;97;4;3;Accidente;1;0;0
1434;9/09/2024 23:29;Sur;21;7;6;Accidente;1;0;0
1435;31/12/2024 9:12;Norte;158;2;3;Fuego;0;0;1
1436;22/05/2025 9:50;Sur;153;6;9;Accidente;1;0;0
1437;9/05/2025 13:10;Sur;76;6;3;Fuego;0;0;1
1438;21/08/2024 12:13;Centro;153;2;18;Fuego;0;0;1
1439;30/10/2024 2:22;Este;125;4;8;Neutral;0;1;0
1440;4/05/2025 3:22;Sur;15;8;8;Accidente;1;0;0
1441;2/06/2025 1:45;Sur;170;8;15;Neutral;0;1;0
1442;3/10/2024 22:39;Oeste;76;8;13;Fuego;0;0;1
1443;30/07/2024 7:24;Este;110;8;7;Accidente;1;0;0
1444;17/07/2024 3:19;Oeste;129;1;19;Fuego;0;0;1
1445;18/11/2024 19:13;Este;39;2;8;Fuego;0;0;1
1446;23/09/2024 6:20;Oeste;123;4;10;Fuego;0;0;1
1447;27/02/2025 4:58;Sur;18;9;17;Accidente;1;0;0
1448;13/04/2025 8:44;Sur;18;3;1;Fuego;0;0;1
1449;28/07/2024 18:30;Centro;14;6;13;Fuego;0;0;1
1450;7/06/2025 7:13;Oeste;144;7;13;Accidente;1;0;0
1451;24/06/2024 9:33;Norte;42;8;16;Neutral;0;1;0
1452;3/08/2024 15:59;Centro;112;7;9;Fuego;0;0;1
1453;26/09/2024 3:58;Oeste;123;3;10;Neutral;0;1;0
1454;24/03/2025 19:56;Oeste;38;6;6;Neutral;0;1;0
1455;6/01/2025 15:30;Centro;173;5;5;Neutral;0;1;0
1456;14/12/2024 8:01;Sur;14;4;2;Neutral;0;1;0
1457;15/05/2025 2:12;Oeste;126;1;11;Neutral;0;1;0
1458;13/06/2025 17:37;Sur;149;7;9;Neutral;0;1;0
1459;7/10/2024 1:45;Centro;149;8;6;Accidente;1;0;0
1460;28/04/2025 21:49;Sur;119;2;8;Accidente;1;0;0
1461;23/08/2024 19:38;Este;5;7;9;Neutral;0;1;0
1462;2/12/2024 15:38;Norte;16;6;9;Accidente;1;0;0
1463;17/01/2025 8:31;Oeste;107;5;8;Accidente;1;0;0
1464;3/09/2024 3:34;Norte;8;4;12;Neutral;0;1;0
1465;14/02/2025 9:23;Sur;174;2;8;Neutral;0;1;0
1466;17/12/2024 3:03;Oeste;145;6;3;Fuego;0;0;1
1467;31/03/2025 9:58;Sur;102;5;13;Accidente;1;0;0
1468;11/01/2025 21:12;Este;110;2;19;Neutral;0;1;0
1469;10/02/2025 15:01;Centro;89;7;2;Accidente;1;0;0
1470;31/12/2024 10:44;Oeste;125;6;17;Accidente;1;0;0
1471;21/02/2025 6:11;Este;136;9;16;Accidente;1;0;0
1472;23/04/2025 8:11;Este;86;5;4;Fuego;0;0;1
1473;1/09/2024 5:11;Oeste;23;9;18;Neutral;0;1;0
1474;1/08/2024 17:09;Sur;134;9;14;Accidente;1;0;0
1475;17/04/2025 15:38;Este;16;1;2;Neutral;0;1;0
1476;4/10/2024 22:50;Norte;85;5;13;Accidente;1;0;0
1477;29/04/2025 2:53;Este;78;9;17;Neutral;0;1;0
1478;23/08/2024 5:45;Sur;102;7;15;Neutral;0;1;0
1479;1/02/2025 7:04;Sur;10;6;5;Neutral;0;1;0
1480;20/01/2025 18:08;Norte;140;6;7;Accidente;1;0;0
1481;2/08/2024 0:26;Este;129;7;18;Fuego;0;0;1
1482;23/02/2025 23:24;Sur;55;1;11;Neutral;0;1;0
1483;4/04/2025 21:45;Oeste;15;4;18;Fuego;0;0;1
1484;24/11/2024 7:29;Centro;131;1;5;Neutral;0;1;0
1485;14/04/2025 0:40;Centro;144;6;13;Fuego;0;0;1
1486;26/12/2024 1:45;Centro;77;4;18;Neutral;0;1;0
1487;24/03/2025 1:33;Este;6;1;2;Fuego;0;0;1
1488;20/01/2025 16:05;Norte;12;9;4;Neutral;0;1;0
1489;4/12/2024 19:28;Sur;143;4;13;Neutral;0;1;0
1490;21/01/2025 0:07;Oeste;128;6;16;Fuego;0;0;1
1491;9/05/2025 15:36;Oeste;57;7;6;Neutral;0;1;0
1492;8/10/2024 6:44;Este;14;8;8;Accidente;1;0;0
1493;7/11/2024 6:15;Centro;116;9;16;Neutral;0;1;0
1494;20/02/2025 8:23;Este;12;9;13;Neutral;0;1;0
1495;1/02/2025 21:37;Norte;40;8;4;Accidente;1;0;0
1496;20/02/2025 7:44;Norte;110;3;2;Accidente;1;0;0
1497;26/03/2025 21:39;Sur;18;2;9;Accidente;1;0;0
1498;21/04/2025 9:11;Sur;90;5;18;Fuego;0;0;1
1499;16/12/2024 16:00;Norte;153;1;17;Accidente;1;0;0
1500;4/11/2024 4:07;Norte;54;3;8;Fuego;0;0;1
1501;11/01/2025 22:25;Norte;171;1;15;Accidente;1;0;0
1502;13/05/2025 2:00;Este;24;3;9;Fuego;0;0;1
1503;29/06/2024 6:29;Norte;91;4;17;Accidente;1;0;0
1504;5/02/2025 20:14;Oeste;139;7;2;Accidente;1;0;0
1505;10/12/2024 17:05;Centro;141;5;6;Neutral;0;1;0
1506;4/01/2025 5:14;Norte;133;5;5;Accidente;1;0;0
1507;23/04/2025 18:56;Centro;158;1;17;Neutral;0;1;0
1508;17/07/2024 6:26;Este;170;8;2;Accidente;1;0;0
1509;16/11/2024 7:04;Centro;42;4;18;Accidente;1;0;0
1510;13/07/2024 10:09;Este;48;5;10;Neutral;0;1;0
1511;31/07/2024 21:29;Oeste;90;2;10;Neutral;0;1;0
1512;30/05/2025 4:35;Este;48;1;6;Fuego;0;0;1
1513;2/12/2024 13:27;Este;78;9;12;Neutral;0;1;0
1514;12/06/2025 9:58;Sur;123;2;17;Fuego;0;0;1
1515;13/09/2024 3:09;Norte;126;6;13;Accidente;1;0;0
1516;13/02/2025 21:35;Norte;138;1;16;Neutral;0;1;0
1517;17/07/2024 4:52;Oeste;149;1;10;Neutral;0;1;0
1518;15/01/2025 17:54;Oeste;55;9;2;Accidente;1;0;0
1519;14/03/2025 23:43;Norte;42;4;2;Accidente;1;0;0
1520;5/06/2025 12:52;Sur;156;9;7;Accidente;1;0;0
1521;24/08/2024 13:23;Norte;55;5;6;Accidente;1;0;0
1522;14/08/2024 21:43;Sur;14;7;1;Neutral;0;1;0
1523;31/05/2025 1:21;Oeste;124;1;12;Accidente;1;0;0
1524;10/08/2024 15:41;Centro;153;6;13;Accidente;1;0;0
1525;19/01/2025 12:06;Oeste;74;8;12;Neutral;0;1;0
1526;19/07/2024 4:54;Oeste;89;1;19;Fuego;0;0;1
1527;20/02/2025 0:02;Este;61;9;9;Neutral;0;1;0
1528;1/11/2024 10:32;Este;130;3;10;Fuego;0;0;1
1529;9/11/2024 7:21;Este;43;1;17;Accidente;1;0;0
1530;30/04/2025 5:14;Este;37;1;18;Neutral;0;1;0
1531;8/07/2024 20:28;Sur;22;6;8;Accidente;1;0;0
1532;5/09/2024 16:18;Norte;61;6;7;Neutral;0;1;0
1533;21/04/2025 7:07;Centro;100;1;9;Fuego;0;0;1
1534;22/03/2025 21:34;Oeste;52;3;10;Neutral;0;1;0
1535;26/05/2025 22:04;Sur;46;7;12;Accidente;1;0;0
1536;20/10/2024 17:07;Centro;31;3;15;Neutral;0;1;0
1537;18/07/2024 23:46;Sur;78;3;15;Accidente;1;0;0
